onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.015	Etrue	1	0.551	3 x 5 =	15
4.015	4.416000000000001	Hfalse	1	0.818	7 x 6 =	48
8.431000000000001	4.014999999999999	Efalse	1	0.671	2 x 3 =	9
12.446	4.415000000000001	Etrue	1	0.579	3 x 2 =	6
16.861	4.014999999999997	Htrue	1	0.547	7 x 6 =	42
20.875999999999998	4.016000000000002	control	1	1.819	n/a	BLUEbox.bmp
24.892	4.014999999999997	control	1	1.411	n/a	BLUEbox.bmp
28.906999999999996	4.015000000000001	Hfalse	1	0.688	6 x 8 =	56
32.922	4.016000000000005	control	0	n/a	n/a	BLUEbox.bmp
36.938	4.814999999999998	Htrue	1	0.733	9 x 7 =	63
41.753	4.815000000000005	control	1	1.31	n/a	BLUEbox.bmp
46.568000000000005	4.414999999999999	Etrue	1	0.479	5 x 2 =	10
50.983000000000004	4.015000000000001	Efalse	1	0.606	2 x 5 =	15
54.998000000000005	4.015000000000001	Htrue	1	0.6	8 x 9 =	72
59.013000000000005	4.814999999999998	Htrue	1	0.78	8 x 7 =	56
63.828	4.015999999999991	Htrue	1	0.575	7 x 9 =	63
67.844	4.814999999999998	Htrue	1	0.881	9 x 6 =	54
72.65899999999999	4.814999999999998	control	1	1.555	n/a	BLUEbox.bmp
77.47399999999999	4.015000000000001	control	1	1.511	n/a	BLUEbox.bmp
81.48899999999999	4.415000000000006	Etrue	1	0.584	4 x 5 =	20
85.904	4.415000000000006	control	1	1.392	n/a	BLUEbox.bmp
90.319	4.015999999999991	Htrue	1	0.969	8 x 6 =	48
94.335	4.415000000000006	Htrue	1	0.906	9 x 6 =	54
98.75	4.015000000000001	Etrue	1	0.519	5 x 4 =	20
102.765	4.814999999999998	Etrue	1	0.632	2 x 4 =	8
107.58	4.415000000000006	control	1	1.237	n/a	BLUEbox.bmp
111.995	4.814999999999998	Etrue	1	0.527	3 x 2 =	6
116.81	4.814999999999998	Efalse	1	0.649	4 x 2 =	10
121.625	4.415000000000006	control	1	1.7	n/a	BLUEbox.bmp
126.04	4.416000000000011	control	1	1.644	n/a	BLUEbox.bmp
130.45600000000002	4.414999999999992	Etrue	1	0.512	3 x 4 =	12
134.871	4.814999999999998	Efalse	1	0.699	4 x 5 =	15
139.686	4.814999999999998	control	1	1.647	n/a	BLUEbox.bmp
144.501	4.014999999999986	Hfalse	0	0.783	8 x 6 =	54
148.516	4.4150000000000205	Htrue	1	0.551	9 x 7 =	63
152.931	4.414999999999992	Etrue	1	0.599	5 x 4 =	20
157.346	4.414999999999992	Htrue	1	0.63	9 x 8 =	72
161.761	4.814999999999998	Hfalse	1	0.778	6 x 7 =	49
166.576	4.416000000000025	Htrue	1	0.696	7 x 6 =	42
170.99200000000002	4.414999999999992	Efalse	1	0.891	4 x 3 =	9
175.407	4.414999999999992	Efalse	0	1.064	2 x 4 =	12
179.822	4.814999999999998	Etrue	1	0.599	4 x 2 =	8
184.637	4.4150000000000205	Hfalse	0	0.777	7 x 9 =	54
189.05200000000002	4.814999999999998	Hfalse	0	0.633	7 x 8 =	64
193.86700000000002	4.814999999999998	control	1	1.547	n/a	BLUEbox.bmp
198.68200000000002	4.814999999999998	Etrue	1	0.568	5 x 2 =	10
203.497	4.814999999999998	Htrue	1	1.082	6 x 9 =	54
208.312	4.4	Etrue	1	0.524	2 x 5 =	10
