onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.012	Etrue	1.0	0.947	2 x 3 =	6
4.012	4.012	Etrue	1.0	0.768	4 x 3 =	12
8.024	4.0120000000000005	Etrue	1.0	0.807	3 x 4 =	12
12.036	4.011999999999999	Htrue	1.0	0.748	6 x 7 =	42
16.048	4.0120000000000005	control	1.0	1.669	n/a	BLUEbox.bmp
20.06	4.814	Hfalse	1.0	1.169	8 x 9 =	63
24.874	4.013000000000002	Htrue	1.0	1.253	9 x 8 =	72
28.887	4.0120000000000005	Htrue	1.0	0.836	6 x 9 =	54
32.899	4.211999999999996	control	1.0	1.809	n/a	BLUEbox.bmp
37.111	4.0120000000000005	Etrue	1.0	0.729	3 x 5 =	15
41.123	4.0120000000000005	Efalse	1.0	1.013	3 x 2 =	8
45.135	4.815000000000005	control	1.0	1.688	n/a	BLUEbox.bmp
49.95	4.814	Htrue	1.0	1.02	8 x 6 =	48
54.764	4.814999999999998	Htrue	1.0	1.406	8 x 9 =	72
59.579	4.814	Efalse	1.0	1.11	3 x 4 =	8
64.393	4.0120000000000005	control	1.0	1.96	n/a	BLUEbox.bmp
68.405	4.813999999999993	control	1.0	1.528	n/a	BLUEbox.bmp
73.219	4.0120000000000005	Htrue	1.0	0.863	6 x 7 =	42
77.231	4.0120000000000005	Efalse	1.0	0.978	5 x 4 =	16
81.243	4.0120000000000005	control	1.0	1.716	n/a	BLUEbox.bmp
85.255	4.814999999999998	Htrue	0.0	n/a	7 x 8 =	56
90.07	4.413000000000011	Etrue	1.0	1.179	5 x 3 =	15
94.483	4.814999999999998	Etrue	1.0	0.902	2 x 3 =	6
99.298	4.412999999999997	Etrue	1.0	1.03	5 x 3 =	15
103.711	4.0120000000000005	Hfalse	1.0	1.262	9 x 6 =	48
107.723	4.412999999999997	Etrue	1.0	0.861	2 x 5 =	10
112.136	4.413000000000011	control	1.0	1.574	n/a	BLUEbox.bmp
116.549	4.412999999999997	Etrue	1.0	0.886	4 x 5 =	20
120.962	4.4140000000000015	control	1.0	1.665	n/a	BLUEbox.bmp
125.376	4.4129999999999825	control	1.0	1.673	n/a	BLUEbox.bmp
129.789	4.413000000000011	Efalse	0.0	1.655	3 x 5 =	10
134.202	4.413000000000011	Hfalse	1.0	0.992	9 x 8 =	64
138.615	4.413999999999987	control	1.0	1.899	n/a	BLUEbox.bmp
143.029	4.413000000000011	Htrue	1.0	1.674	7 x 9 =	63
147.442	4.813999999999993	Htrue	1.0	0.751	7 x 8 =	56
152.256	4.614000000000004	Hfalse	1.0	1.173	6 x 9 =	45
156.87	4.4129999999999825	Htrue	1.0	1.038	6 x 8 =	48
161.283	4.414000000000016	Hfalse	1.0	1.468	8 x 7 =	63
165.697	4.813999999999993	control	1.0	1.69	n/a	BLUEbox.bmp
170.511	4.813999999999993	Etrue	1.0	0.802	2 x 4 =	8
175.325	4.814999999999998	Etrue	1.0	0.789	4 x 3 =	12
180.14	4.814000000000021	Hfalse	1.0	1.537	9 x 7 =	56
184.954	4.814999999999998	Efalse	1.0	1.275	5 x 3 =	12
189.769	4.4129999999999825	Efalse	1.0	0.912	5 x 2 =	12
194.182	4.814000000000021	Etrue	1.0	0.819	4 x 2 =	8
198.996	4.814999999999998	control	1.0	1.809	n/a	BLUEbox.bmp
203.811	4.4129999999999825	Htrue	1.0	1.118	8 x 7 =	56
208.224	4.4	Htrue	1.0	1.689	6 x 8 =	48
