onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	3.9989999999999997	2	0	1.613	post	cost
3.9989999999999997	4.000000000000001	5	1	1.297	n/a	BLUEbox.bmp
7.9990000000000006	4.4	6	1	1.279	task-Rhyming/perceptual_o.bmp	task-Rhyming/perceptual_p.bmp
12.399000000000001	4.0	3	1	1.218	rum	numb
16.399	4.800000000000001	5	1	1.158	n/a	BLUEbox.bmp
21.199	4.0	6	1	1.338	task-Rhyming/perceptual_c.bmp	task-Rhyming/perceptual_u.bmp
25.199	4.0	1	1	1.118	fought	sought
29.199	3.9999999999999964	1	1	1.004	scheme	theme
33.199	3.9990000000000023	6	1	0.65	task-Rhyming/perceptual_m.bmp	task-Rhyming/perceptual_n.bmp
37.198	4.399999999999999	1	1	1.213	stool	fool
41.598	4.400000000000006	5	1	1.243	n/a	BLUEbox.bmp
45.998000000000005	4.399999999999999	1	1	1.108	soak	oak
50.398	4.399999999999999	2	1	1.454	threat	wheat
54.798	4.0	1	1	1.28	thread	spread
58.798	4.400000000000006	3	1	1.39	pile	trial
63.19800000000001	4.799999999999997	4	1	1.485	swap	watch
67.998	4.799999999999997	5	1	1.364	n/a	BLUEbox.bmp
72.798	4.400000000000006	5	1	1.223	n/a	BLUEbox.bmp
77.19800000000001	4.3999999999999915	4	1	1.556	tough	dull
81.598	4.799999999999997	6	0	1.507	task-Rhyming/perceptual_w.bmp	task-Rhyming/perceptual_e.bmp
86.398	4.799999999999997	1	1	1.273	sweep	creep
91.198	4.799999999999997	6	1	1.292	task-Rhyming/perceptual_k.bmp	task-Rhyming/perceptual_t.bmp
95.99799999999999	4.400000000000006	5	1	1.374	n/a	BLUEbox.bmp
100.398	4.3999999999999915	3	1	1.265	stroke	soak
104.79799999999999	4.400000000000006	4	1	1.333	trial	fall
109.198	4.799000000000021	6	0	1.369	task-Rhyming/perceptual_k.bmp	task-Rhyming/perceptual_l.bmp
113.99700000000001	4.0	5	1	1.319	n/a	BLUEbox.bmp
117.99700000000001	4.3999999999999915	5	1	1.287	n/a	BLUEbox.bmp
122.397	4.400000000000006	5	1	1.243	n/a	BLUEbox.bmp
126.79700000000001	4.3999999999999915	5	1	1.314	n/a	BLUEbox.bmp
131.197	4.0	1	1	1.158	beef	reef
135.197	4.0	5	1	1.231	n/a	BLUEbox.bmp
139.197	4.800000000000011	2	1	1.414	wart	smart
143.997	4.799999999999983	2	0	1.215	dose	pose
148.797	4.400000000000006	5	1	1.323	n/a	BLUEbox.bmp
153.197	4.0	2	1	1.667	touch	couch
157.197	4.0	6	1	1.16	task-Rhyming/perceptual_v.bmp	task-Rhyming/perceptual_m.bmp
161.197	4.800000000000011	5	1	1.295	n/a	BLUEbox.bmp
165.997	4.799999999999983	5	1	1.33	n/a	BLUEbox.bmp
170.797	4.400000000000006	5	1	1.351	n/a	BLUEbox.bmp
175.197	4.0	5	1	1.729	n/a	BLUEbox.bmp
179.197	4.800000000000011	5	1	1.276	n/a	BLUEbox.bmp
183.997	4.400000000000006	4	1	1.282	port	warm
188.39700000000002	4.798999999999978	3	1	1.03	june	noon
193.196	4.399999999999977	4	1	1.541	wreath	leap
197.59599999999998	4.0	5	1	1.113	n/a	BLUEbox.bmp
201.59599999999998	4.400000000000006	6	1	1.269	task-Rhyming/perceptual_c.bmp	task-Rhyming/perceptual_d.bmp
205.99599999999998	4.400000000000006	2	1	1.425	glove	stove
210.396	4.800000000000011	1	1	1.201	numb	crumb
215.196	4.799999999999983	2	1	1.393	stood	flood
219.99599999999998	4.400000000000006	6	1	1.181	task-Rhyming/perceptual_i.bmp	task-Rhyming/perceptual_j.bmp
224.396	4.800000000000011	4	1	1.41	smart	drought
229.196	4.399999999999977	3	1	1.276	stir	blur
233.59599999999998	4.400000000000006	5	1	1.335	n/a	BLUEbox.bmp
237.99599999999998	4.800000000000011	5	1	1.402	n/a	BLUEbox.bmp
242.796	4.799999999999983	2	1	1.461	pool	wool
247.59599999999998	4.0	5	1	1.272	n/a	BLUEbox.bmp
251.59599999999998	4.400000000000006	5	1	1.342	n/a	BLUEbox.bmp
255.99599999999998	4.399999999999977	2	1	1.461	fought	drought
260.39599999999996	3.9990000000000236	3	1	1.249	flight	spite
264.395	4.400000000000034	3	0	1.392	scheme	cream
268.795	4.0	6	1	1.289	task-Rhyming/perceptual_z.bmp	task-Rhyming/perceptual_g.bmp
272.795	4.800000000000011	4	1	1.186	ghost	pose
277.595	4.399999999999977	5	1	1.257	n/a	BLUEbox.bmp
281.995	4.0	4	1	1.284	grace	fence
285.995	4.0	4	1	1.36	dried	stood
289.995	4.0	4	1	1.258	ford	rod
293.995	4.399999999999977	1	1	1.184	strap	gap
298.395	4.800000000000011	6	1	1.328	task-Rhyming/perceptual_e.bmp	task-Rhyming/perceptual_f.bmp
303.195	4.0	5	1	1.221	n/a	BLUEbox.bmp
307.195	4.0	4	1	1.361	gross	post
311.195	4.0	4	1	1.158	fault	note
