onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	3.9989999999999997	2	1	1.635	post	cost
3.9989999999999997	4.000000000000001	5	1	1.978	n/a	BLUEbox.bmp
7.9990000000000006	4.4	6	0	1.386	task-Rhyming/perceptual_o.bmp	task-Rhyming/perceptual_p.bmp
12.399000000000001	4.0	3	1	1.111	rum	numb
16.399	4.800000000000001	5	1	1.379	n/a	BLUEbox.bmp
21.199	4.0	6	1	1.492	task-Rhyming/perceptual_c.bmp	task-Rhyming/perceptual_u.bmp
25.199	4.0	1	1	1.344	fought	sought
29.199	3.9999999999999964	1	1	0.831	scheme	theme
33.199	3.9990000000000023	6	1	1.438	task-Rhyming/perceptual_m.bmp	task-Rhyming/perceptual_n.bmp
37.198	4.399999999999999	1	1	1.038	stool	fool
41.598	4.400000000000006	5	1	1.5	n/a	BLUEbox.bmp
45.998000000000005	4.399999999999999	1	1	1.037	soak	oak
50.398	4.399999999999999	2	1	1.692	threat	wheat
54.798	4.0	1	1	1.034	thread	spread
58.798	4.400000000000006	3	1	1.012	pile	trial
63.19800000000001	4.799999999999997	4	1	1.887	swap	watch
67.998	4.799999999999997	5	1	1.763	n/a	BLUEbox.bmp
72.798	4.400000000000006	5	1	1.528	n/a	BLUEbox.bmp
77.19800000000001	4.3999999999999915	4	1	1.304	tough	dull
81.598	4.799999999999997	6	1	1.45	task-Rhyming/perceptual_w.bmp	task-Rhyming/perceptual_e.bmp
86.398	4.799999999999997	1	1	0.984	sweep	creep
91.198	4.799999999999997	6	1	1.417	task-Rhyming/perceptual_k.bmp	task-Rhyming/perceptual_t.bmp
95.99799999999999	4.400000000000006	5	1	1.317	n/a	BLUEbox.bmp
100.398	4.3999999999999915	3	1	0.858	stroke	soak
104.79799999999999	4.400000000000006	4	1	1.344	trial	fall
109.198	4.799000000000021	6	1	1.365	task-Rhyming/perceptual_k.bmp	task-Rhyming/perceptual_l.bmp
113.99700000000001	4.0	5	1	1.369	n/a	BLUEbox.bmp
117.99700000000001	4.3999999999999915	5	1	1.589	n/a	BLUEbox.bmp
122.397	4.400000000000006	5	1	1.362	n/a	BLUEbox.bmp
126.79700000000001	4.3999999999999915	5	1	1.355	n/a	BLUEbox.bmp
131.197	4.0	1	1	1.045	beef	reef
135.197	4.0	5	1	1.316	n/a	BLUEbox.bmp
139.197	4.800000000000011	2	1	1.496	wart	smart
143.997	4.799999999999983	2	1	1.623	dose	pose
148.797	4.400000000000006	5	1	1.648	n/a	BLUEbox.bmp
153.197	4.0	2	1	1.454	touch	couch
