onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.013	Etrue	1.0	0.783	5 - 2 =	3
4.013	4.413	EFalse	1.0	0.831	8 - 5 =	2
8.426	4.0120000000000005	control	1.0	1.161	n/a	BLUEbox.bmp
12.438	4.011999999999999	HTrue	1.0	0.645	9 - 7 =	2
16.45	4.0120000000000005	Etrue	1.0	0.58	8 - 5 =	3
20.462	4.0120000000000005	control	1.0	1.051	n/a	BLUEbox.bmp
24.474	4.0120000000000005	Etrue	1.0	0.576	5 - 2 =	3
28.486	4.011999999999997	Hfalse	1.0	0.819	8 - 2 =	7
32.498	4.0120000000000005	EFalse	1.0	0.764	5 - 2 =	2
36.51	4.0120000000000005	control	1.0	1.214	n/a	BLUEbox.bmp
40.522	4.814	EFalse	1.0	0.914	8 - 7 =	3
45.336	4.0120000000000005	control	1.0	1.286	n/a	BLUEbox.bmp
49.348	4.814999999999998	HTrue	0.0	n/a	7 - 2 =	5
54.163	4.814	Hfalse	1.0	1.209	7 - 2 =	6
58.977	4.815000000000005	HTrue	1.0	0.817	8 - 2 =	6
63.792	4.212000000000003	HTrue	1.0	0.714	9 - 2 =	7
68.004	4.4140000000000015	control	1.0	1.291	n/a	BLUEbox.bmp
72.418	4.0120000000000005	Etrue	1.0	0.52	6 - 5 =	1
76.43	4.412999999999997	Etrue	1.0	0.535	6 - 4 =	2
80.843	4.813999999999993	control	1.0	1.441	n/a	BLUEbox.bmp
85.657	4.0120000000000005	EFalse	1.0	0.774	5 - 3 =	1
89.669	4.0120000000000005	HTrue	1.0	0.59	7 - 4 =	3
93.681	4.412999999999997	control	1.0	1.213	n/a	BLUEbox.bmp
98.094	4.213000000000008	HTrue	1.0	0.607	7 - 4 =	3
102.307	4.412999999999997	Etrue	1.0	0.589	6 - 5 =	1
106.72	4.814999999999998	control	1.0	1.624	n/a	BLUEbox.bmp
111.535	4.814000000000007	Etrue	1.0	0.627	3 - 2 =	1
116.349	4.0120000000000005	Hfalse	1.0	1.018	8 - 6 =	4
120.361	4.412999999999997	Hfalse	1.0	0.779	9 - 4 =	4
124.774	4.814999999999998	Etrue	1.0	0.56	8 - 7 =	1
129.589	4.813999999999993	HTrue	1.0	1.831	8 - 6 =	2
134.403	4.414000000000016	Etrue	1.0	0.671	5 - 3 =	2
138.817	4.4129999999999825	Etrue	1.0	0.748	5 - 4 =	1
143.23	4.814000000000021	Etrue	1.0	0.64	4 - 3 =	1
148.044	4.4129999999999825	HTrue	1.0	0.63	9 - 2 =	7
152.457	4.414000000000016	Hfalse	1.0	0.72	9 - 7 =	4
156.871	4.813999999999993	Etrue	1.0	0.619	8 - 7 =	1
161.685	4.813999999999993	control	1.0	1.511	n/a	BLUEbox.bmp
166.499	4.414000000000016	control	1.0	1.387	n/a	BLUEbox.bmp
170.913	4.813999999999993	control	1.0	1.371	n/a	BLUEbox.bmp
175.727	4.4129999999999825	HTrue	1.0	0.62	9 - 4 =	5
180.14	4.414000000000016	HTrue	1.0	0.634	6 - 2 =	4
184.554	4.813999999999993	EFalse	1.0	0.879	4 - 3 =	2
189.368	4.813999999999993	Hfalse	1.0	0.794	7 - 3 =	3
194.182	4.414000000000016	control	1.0	1.303	n/a	BLUEbox.bmp
198.596	4.813999999999993	EFalse	1.0	0.8	3 - 2 =	2
203.41	4.413000000000011	HTrue	1.0	0.813	9 - 6 =	3
207.823	4.8	HTrue	1.0	0.749	7 - 2 =	5
