onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	3.998	easy	1	1.027	task-Num/dot3_36-59.bmp	task-Num/dot3_12-35.bmp
3.998	4.799	medium	1	1.44	task-Num/dot3_18-24.bmp	task-Num/dot3_36-72.bmp
8.797	3.9979999999999993	easy	1	1.074	task-Num/dot3_36-55.bmp	task-Num/dot3_12-31.bmp
12.795	3.9990000000000006	hard	1	1.239	task-Num/dot3_24-22.bmp	task-Num/dot3_36-94.bmp
16.794	4.797999999999998	control	1	1.995	n/a	BLUEbox.bmp
21.592	3.9989999999999988	control	1	1.658	n/a	BLUEbox.bmp
25.590999999999998	4.798000000000002	easy	1	1.463	task-Num/dot3_36-57.bmp	task-Num/dot3_12-33.bmp
30.389	4.799000000000003	hard	1	1.455	task-Num/dot3_36-107.bmp	task-Num/dot3_24-35.bmp
35.188	3.9979999999999976	medium	1	1.176	task-Num/dot3_18-22.bmp	task-Num/dot3_36-70.bmp
39.186	3.9990000000000023	medium	1	1.017	task-Num/dot3_18-21.bmp	task-Num/dot3_36-69.bmp
43.185	4.798000000000002	hard	1	0.833	task-Num/dot3_36-106.bmp	task-Num/dot3_24-34.bmp
47.983000000000004	4.798999999999992	medium	1	1.026	task-Num/dot3_18-19.bmp	task-Num/dot3_36-67.bmp
52.782	3.9980000000000047	medium	1	1.059	task-Num/dot3_36-84.bmp	task-Num/dot3_18-36.bmp
56.78	4.398999999999994	control	1	1.645	n/a	BLUEbox.bmp
61.178999999999995	3.9990000000000023	hard	1	1.405	task-Num/dot3_36-105.bmp	task-Num/dot3_24-33.bmp
65.178	3.9980000000000047	easy	1	1.415	task-Num/dot3_12-22.bmp	task-Num/dot3_36-46.bmp
69.176	4.798999999999992	easy	1	1.193	task-Num/dot3_12-23.bmp	task-Num/dot3_36-47.bmp
73.975	4.798000000000002	control	1	1.572	n/a	BLUEbox.bmp
78.773	4.39800000000001	medium	1	1.274	task-Num/dot3_18-20.bmp	task-Num/dot3_36-68.bmp
83.171	4.798999999999992	easy	1	1.11	task-Num/dot3_36-60.bmp	task-Num/dot3_12-36.bmp
87.97	3.9979999999999905	easy	1	0.887	task-Num/dot3_12-21.bmp	task-Num/dot3_36-45.bmp
91.96799999999999	3.9990000000000236	hard	1	1.567	task-Num/dot3_24-24.bmp	task-Num/dot3_36-96.bmp
95.96700000000001	3.9989999999999952	hard	1	0.995	task-Num/dot3_24-23.bmp	task-Num/dot3_36-95.bmp
99.96600000000001	3.9979999999999905	control	1	1.716	n/a	BLUEbox.bmp
103.964	4.399000000000001	hard	1	0.986	task-Num/dot3_36-104.bmp	task-Num/dot3_24-32.bmp
108.363	4.798000000000002	medium	1	0.908	task-Num/dot3_36-80.bmp	task-Num/dot3_18-32.bmp
113.161	3.9989999999999952	control	1	1.454	n/a	BLUEbox.bmp
117.16	4.397999999999996	easy	1	0.929	task-Num/dot3_12-20.bmp	task-Num/dot3_36-44.bmp
121.55799999999999	3.9990000000000094	medium	1	1.41	task-Num/dot3_36-79.bmp	task-Num/dot3_18-31.bmp
125.557	4.797999999999988	easy	1	1.381	task-Num/dot3_12-19.bmp	task-Num/dot3_36-43.bmp
130.355	4.399000000000001	medium	1	1.203	task-Num/dot3_18-23.bmp	task-Num/dot3_36-71.bmp
134.754	4.79800000000003	medium	1	0.928	task-Num/dot3_36-82.bmp	task-Num/dot3_18-34.bmp
139.55200000000002	4.797999999999973	control	1	1.552	n/a	BLUEbox.bmp
144.35	4.799000000000007	hard	1	1.015	task-Num/dot3_36-108.bmp	task-Num/dot3_24-36.bmp
149.149	4.397999999999996	hard	1	1.262	task-Num/dot3_24-20.bmp	task-Num/dot3_36-92.bmp
153.547	4.399000000000001	easy	1	1.031	task-Num/dot3_36-58.bmp	task-Num/dot3_12-34.bmp
157.946	4.397999999999996	easy	1	0.931	task-Num/dot3_12-24.bmp	task-Num/dot3_36-48.bmp
162.344	4.399000000000001	control	1	1.485	n/a	BLUEbox.bmp
166.743	4.397999999999996	hard	1	1.411	task-Num/dot3_24-21.bmp	task-Num/dot3_36-93.bmp
171.141	4.799000000000007	easy	1	0.88	task-Num/dot3_36-56.bmp	task-Num/dot3_12-32.bmp
175.94	4.397999999999996	control	1	1.875	n/a	BLUEbox.bmp
180.338	4.399000000000001	medium	1	1.049	task-Num/dot3_36-81.bmp	task-Num/dot3_18-33.bmp
184.737	4.397999999999996	control	1	1.978	n/a	BLUEbox.bmp
189.135	4.399000000000029	control	1	1.902	n/a	BLUEbox.bmp
193.53400000000002	4.797999999999973	control	1	2.172	n/a	BLUEbox.bmp
198.332	4.397999999999996	hard	1	1.471	task-Num/dot3_24-19.bmp	task-Num/dot3_36-91.bmp
202.73	4.799000000000035	hard	1	1.915	task-Num/dot3_36-103.bmp	task-Num/dot3_24-31.bmp
207.52900000000002	4.4	medium	1	1.422	task-Num/dot3_36-83.bmp	task-Num/dot3_18-35.bmp
