onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.012	easy	1.0	0.888	task-Num/dot3_12-17.bmp	task-Num/dot3_36-41.bmp
4.012	4.012	hard	1.0	1.489	task-Num/dot3_36-100.bmp	task-Num/dot3_24-28.bmp
8.024	4.815000000000001	medium	1.0	1.402	task-Num/dot3_18-13.bmp	task-Num/dot3_36-61.bmp
12.839	4.011999999999999	medium	1.0	1.473	task-Num/dot3_18-16.bmp	task-Num/dot3_36-64.bmp
16.851	n/a	medium	1.0	1.665	task-Num/dot3_18-17.bmp	task-Num/dot3_36-65.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
24.875	4.814	medium	1.0	1.546	task-Num/dot3_36-78.bmp	task-Num/dot3_18-30.bmp
29.689	n/a	hard	1.0	1.955	task-Num/dot3_36-97.bmp	task-Num/dot3_24-25.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
46.54	4.0120000000000005	easy	1.0	1.663	task-Num/dot3_12-16.bmp	task-Num/dot3_36-40.bmp
50.552	4.413000000000004	medium	1.0	1.976	task-Num/dot3_18-14.bmp	task-Num/dot3_36-62.bmp
54.965	n/a	easy	1.0	1.574	task-Num/dot3_36-51.bmp	task-Num/dot3_12-27.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
62.989	n/a	hard	1.0	1.464	task-Num/dot3_24-17.bmp	task-Num/dot3_36-89.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
71.815	4.4140000000000015	hard	1.0	1.686	task-Num/dot3_24-16.bmp	task-Num/dot3_36-88.bmp
76.229	4.814000000000007	medium	1.0	1.617	task-Num/dot3_36-74.bmp	task-Num/dot3_18-26.bmp
81.043	n/a	easy	1.0	1.579	task-Num/dot3_12-15.bmp	task-Num/dot3_36-39.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
89.468	4.814999999999998	hard	1.0	1.663	task-Num/dot3_24-18.bmp	task-Num/dot3_36-90.bmp
94.283	n/a	hard	1.0	1.686	task-Num/dot3_36-99.bmp	task-Num/dot3_24-27.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
102.708	4.814000000000007	easy	1.0	1.513	task-Num/dot3_36-50.bmp	task-Num/dot3_12-26.bmp
107.522	4.4140000000000015	hard	1.0	1.683	task-Num/dot3_24-13.bmp	task-Num/dot3_36-85.bmp
111.936	4.011999999999986	medium	1.0	1.776	task-Num/dot3_18-18.bmp	task-Num/dot3_36-66.bmp
115.948	n/a	hard	1.0	1.641	task-Num/dot3_36-98.bmp	task-Num/dot3_24-26.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
125.175	n/a	hard	1.0	1.702	task-Num/dot3_36-102.bmp	task-Num/dot3_24-30.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
139.217	4.413999999999987	medium	1.0	1.527	task-Num/dot3_36-73.bmp	task-Num/dot3_18-25.bmp
143.631	4.813999999999993	medium	1.0	1.683	task-Num/dot3_36-77.bmp	task-Num/dot3_18-29.bmp
148.445	4.813999999999993	easy	1.0	1.528	task-Num/dot3_12-18.bmp	task-Num/dot3_36-42.bmp
153.259	4.414000000000016	easy	1.0	1.601	task-Num/dot3_36-52.bmp	task-Num/dot3_12-28.bmp
157.673	4.813999999999993	easy	1.0	1.442	task-Num/dot3_36-54.bmp	task-Num/dot3_12-30.bmp
162.487	4.814999999999998	hard	1.0	1.542	task-Num/dot3_24-14.bmp	task-Num/dot3_36-86.bmp
167.302	4.814000000000021	medium	1.0	1.505	task-Num/dot3_36-76.bmp	task-Num/dot3_18-28.bmp
172.116	4.4129999999999825	medium	1.0	1.589	task-Num/dot3_36-75.bmp	task-Num/dot3_18-27.bmp
176.529	n/a	easy	1.0	1.711	task-Num/dot3_12-13.bmp	task-Num/dot3_36-37.bmp
n/a	n/a	control	n/a	n/a	n/a	BLUEbox.bmp
185.757	4.4129999999999825	hard	1.0	1.712	task-Num/dot3_24-15.bmp	task-Num/dot3_36-87.bmp
190.17	4.413000000000011	easy	1.0	1.566	task-Num/dot3_36-49.bmp	task-Num/dot3_12-25.bmp
194.583	4.414000000000016	medium	1.0	1.636	task-Num/dot3_18-15.bmp	task-Num/dot3_36-63.bmp
198.997	4.4129999999999825	easy	1.0	1.713	task-Num/dot3_12-14.bmp	task-Num/dot3_36-38.bmp
203.41	4.813999999999993	easy	1.0	1.611	task-Num/dot3_36-53.bmp	task-Num/dot3_12-29.bmp
208.224	4.4	hard	1.0	1.671	task-Num/dot3_36-101.bmp	task-Num/dot3_24-29.bmp
