onset	duration	trial_type	accuracy	response_time	prime_stim	target_stim
0.0	4.012	2	0.0	0.705	post	cost
4.012	3.0090000000000003	5	1.0	0.548	n/a	/BLUEbox.bmp
7.021	4.412999999999999	6	1.0	0.902	task-Rhyming/perceptual_o.bmp	task-Rhyming/perceptual_p.bmp
11.434	4.0120000000000005	3	1.0	0.547	rum	numb
15.446	3.8110000000000017	5	1.0	0.504	n/a	/BLUEbox.bmp
19.257	4.011999999999997	6	0.0	0.606	task-Rhyming/perceptual_c.bmp	task-Rhyming/perceptual_u.bmp
23.269	4.0120000000000005	1	1.0	0.515	fought	sought
27.281	4.0120000000000005	1	1.0	0.566	scheme	theme
31.293	4.0120000000000005	6	1.0	0.648	task-Rhyming/perceptual_m.bmp	task-Rhyming/perceptual_n.bmp
35.305	4.4140000000000015	1	1.0	0.443	stool	fool
39.719	3.4099999999999966	5	1.0	0.429	n/a	/BLUEbox.bmp
43.129	4.413000000000004	1	1.0	0.521	soak	oak
47.542	4.412999999999997	2	0.0	0.56	threat	wheat
51.955	4.0120000000000005	1	1.0	0.563	thread	spread
55.967	4.4140000000000015	3	1.0	0.534	pile	trial
60.381	4.813999999999993	4	0.0	0.536	swap	watch
65.195	3.811000000000007	5	1.0	0.482	n/a	/BLUEbox.bmp
69.006	3.4110000000000014	5	1.0	0.336	n/a	/BLUEbox.bmp
72.417	4.412999999999997	4	0.0	0.522	tough	dull
76.83	4.814000000000007	6	0.0	0.532	task-Rhyming/perceptual_w.bmp	task-Rhyming/perceptual_e.bmp
81.644	4.814999999999998	1	1.0	0.332	sweep	creep
86.459	4.813999999999993	6	0.0	0.51	task-Rhyming/perceptual_k.bmp	task-Rhyming/perceptual_t.bmp
91.273	3.410000000000011	5	1.0	0.449	n/a	/BLUEbox.bmp
94.683	3.410999999999987	3	1.0	0.417	stroke	soak
98.094	4.413000000000011	4	0.0	0.503	trial	fall
102.507	4.813999999999993	6	1.0	0.594	task-Rhyming/perceptual_k.bmp	task-Rhyming/perceptual_l.bmp
107.321	3.0090000000000003	5	1.0	0.509	n/a	/BLUEbox.bmp
110.33	3.4099999999999966	5	1.0	0.342	n/a	/BLUEbox.bmp
